,cmte_id,cmte_nm,name,file_year,other_id,sum
0,C00489799,PLANNED PARENTHOOD VOTES,SMP,2022,C00484642,2950000.0
1,C00489799,PLANNED PARENTHOOD VOTES,WATERFRONT STRATEGIES,2022,S2PA00638,2920679.0
2,C00489799,PLANNED PARENTHOOD VOTES,DEMOCRACY PAC,2020,C00693382,2500000.0
3,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MEDIA STRATEGIES & RESEARCH,2012,P80003353,2472464.0
4,C00489799,PLANNED PARENTHOOD VOTES,"MEDIA STRATEGIES AND RESEARCH,",2012,P80003353,1744000.0
5,C00489799,PLANNED PARENTHOOD VOTES,MI PLANNED PARENTHOOD VOTES,2020,C00568931,1625000.0
6,C00489799,PLANNED PARENTHOOD VOTES,"MEDIA STRATEGIES & RESEARCH,",2012,P80003353,1392376.0
7,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MEDIA STRATEGIES AND RESEARCH,2012,P80003353,1350883.0
8,C00489799,PLANNED PARENTHOOD VOTES,MI PLANNED PARENTHOOD VOTES,2022,C00568931,1340000.0
9,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2016,P00003392,1220121.0
10,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,P80001571,1189130.0
11,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,P00003392,1170861.0
12,C00489799,PLANNED PARENTHOOD VOTES,GMMB,2016,S6NV00218,1131908.0
13,C00489799,PLANNED PARENTHOOD VOTES,GMMB,2016,S4PA00121,1126022.0
14,C00489799,PLANNED PARENTHOOD VOTES,PRECISION STRATEGIES LLC,2020,P60012465,1106101.0
15,C00489799,PLANNED PARENTHOOD VOTES,DEMOCRACY PAC,2022,C00693382,1000000.0
16,C00489799,PLANNED PARENTHOOD VOTES,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),2022,C00685289,1000000.0
17,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2014,S8NC00239,946585.0
18,C00489799,PLANNED PARENTHOOD VOTES,GAMBIT STRATEGIES,2022,S2PA00638,799999.0
19,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S0OH00133,688305.0
20,C00489799,PLANNED PARENTHOOD VOTES,UNITED WE CAN,2016,C00523621,666666.0
21,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD VOTES,2022,C00489799,650000.0
22,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S6OH00254,631804.0
23,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MEDIA STRATEGIES & RESEARCH,2012,P80003338,598825.0
24,C00489799,PLANNED PARENTHOOD VOTES,WIN JUSTICE,2020,C00672394,571500.0
25,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2014,S4NC00162,563032.0
26,C00489799,PLANNED PARENTHOOD VOTES,PRIORITIES USA,2016,P80001571,548638.0
27,C00489799,PLANNED PARENTHOOD VOTES,SKDKNICKERBOCKER,2016,S0NH00235,537922.0
28,C00489799,PLANNED PARENTHOOD VOTES,SKDKNICKERBOCKER,2016,P80001571,528006.0
29,C00489799,PLANNED PARENTHOOD VOTES,BULLY PULPIT INTERACTIVE,2016,S4PA00121,502120.0
30,C00489799,PLANNED PARENTHOOD VOTES,360 CAMPAIGN CONSULTING LLC,2020,S6ME00159,501840.0
31,C00489799,PLANNED PARENTHOOD VOTES,PRECISION STRATEGIES LLC,2020,P80001571,500874.0
32,C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,PLANNED PARENTHOOD VOTES,2020,C00489799,500000.0
33,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S4PA00121,499668.0
34,C00489799,PLANNED PARENTHOOD VOTES,WATERFRONT STRATEGIES,2014,S4NC00162,497990.0
35,C00489799,PLANNED PARENTHOOD VOTES,SCALE FOR CHANGE,2022,S0GA00559,491467.0
